sample_id,source_type,label,final_decision,action,effective_confidence,penalty,chosen_agent,combined_confidence,agreement,votes_malicious,votes_benign,max_imputed_ratio,max_imputed_features,chosen_imputed_ratio,chosen_imputed_features
DYNAMIC-00183,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00184,dynamic,1,1,ALLOW,0.9892253889822396,0.0,gb_dynamic,0.9892253889822396,True,2,0,0.0,0,0.0,0
DYNAMIC-00185,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00186,dynamic,1,1,ALLOW,0.9979761097137148,0.0,ada_dynamic,0.9979761097137148,True,2,0,0.0,0,0.0,0
DYNAMIC-00187,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00188,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00189,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00190,dynamic,1,1,ALLOW,0.9984979299448858,0.0,ada_dynamic,0.9984979299448858,True,2,0,0.0,0,0.0,0
DYNAMIC-00191,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00192,dynamic,1,1,ALLOW,0.9449151891454424,0.0,gb_dynamic,0.9449151891454424,True,2,0,0.0,0,0.0,0
DYNAMIC-00193,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00194,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00195,dynamic,0,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00196,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00197,dynamic,1,1,ALLOW,0.9387710378394863,0.0,ada_dynamic,0.9387710378394863,True,2,0,0.0,0,0.0,0
DYNAMIC-00198,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
DYNAMIC-00199,dynamic,1,0,NO_ACTION,0.5041947022501162,0.0,ada_dynamic,0.5041947022501162,True,0,2,0.0,0,0.0,0
